,FHRSID,ChangesByServerID,LocalAuthorityBusinessID,BusinessName,BusinessType,BusinessTypeID,AddressLine1,AddressLine2,AddressLine3,AddressLine4,PostCode,Phone,RatingValue,RatingKey,RatingDate,LocalAuthorityCode,LocalAuthorityName,LocalAuthorityWebSite,LocalAuthorityEmailAddress,SchemeType,RightToReply,Distance,NewRatingPending,links,scores.Hygiene,scores.Structural,scores.ConfidenceInManagement,geocode.longitude,geocode.latitude,meta.dataSource,meta.extractDate,meta.itemCount,meta.returncode,meta.totalCount,meta.totalPages,meta.pageSize,meta.pageNumber
522,1172205,0,252929,Crawfords,Retailers - other,4613,,,2a Flax Street,Belfast,BT14 7AP,,5,fhrs_5_en-gb,2019-09-04T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1172205'}]",5.0,5.0,5.0,-5.95703601837158,54.613826751709,,0001-01-01T00:00:00,0,,0,0,0,0
523,1056526,0,246821,Crawfords Butchers,Manufacturers/packers,7839,,,191-193 Whiterock Road,Belfast,BT12 7FW,,5,fhrs_5_en-gb,2018-06-21T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1056526'}]",0.0,5.0,5.0,-5.98555,54.593488,,0001-01-01T00:00:00,0,,0,0,0,0
524,746591,0,220864,Cream Cafe Bistro,Restaurant/Cafe/Canteen,1,Unit 1,,Hanwood Business Park,Belfast,BT16 1DE,,5,fhrs_5_en-gb,2018-04-30T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/746591'}]",0.0,0.0,5.0,-5.824423,54.589206,,0001-01-01T00:00:00,0,,0,0,0,0
525,1065494,0,247470,Create Bake Decorate,Retailers - other,4613,Unit 8,,Hanwood Business Park,Belfast,BT16 1DE,,5,fhrs_5_en-gb,2018-08-15T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1065494'}]",0.0,0.0,0.0,-5.82445621490479,54.5891723632812,,0001-01-01T00:00:00,0,,0,0,0,0
526,716346,0,207469,Creative Bakes,Other catering premises,7841,,,,,BT13,,5,fhrs_5_en-gb,2015-02-04T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/716346'}]",5.0,0.0,0.0,,,,0001-01-01T00:00:00,0,,0,0,0,0
527,60223,0,131598,Cregagh Nursing Home,Caring Premises,5,,,2A Graham Gardens,Belfast,BT6 9FB,,5,fhrs_5_en-gb,2022-02-23T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/60223'}]",5.0,0.0,5.0,-5.896118,54.580528,,0001-01-01T00:00:00,0,,0,0,0,0
528,746486,0,220502,CREGAGH PRIMARY SCHOOL DINING CENTRE,School/college/university,7845,,,69 Mount Merrion Avenue,Belfast,BT6 0FJ,,5,fhrs_5_en-gb,2021-05-06T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/746486'}]",0.0,0.0,5.0,-5.903205,54.573543,,0001-01-01T00:00:00,0,,0,0,0,0
529,873805,0,232425,Creightons of Balmoral,Takeaway/sandwich shop,7844,,,2 - 4 Upper Lisburn Road,Belfast,BT10 0AA,,5,fhrs_5_en-gb,2021-05-13T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/873805'}]",5.0,5.0,5.0,-5.97379,54.56577,,0001-01-01T00:00:00,0,,0,0,0,0
530,845586,0,230340,Creightons of Blacks Road,Retailers - other,4613,,,243-267 Upper Lisburn Road,Belfast,BT10 0LN,,5,fhrs_5_en-gb,2020-01-15T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/845586'}]",0.0,5.0,0.0,-5.991438,54.557475,,0001-01-01T00:00:00,0,,0,0,0,0
531,58015,0,129729,Creightons of Finaghy,Takeaway/sandwich shop,7844,,,87-89 Upper Lisburn Road,Belfast,BT10 0GY,,5,fhrs_5_en-gb,2018-11-08T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/58015'}]",5.0,0.0,5.0,-5.978275,54.564498,,0001-01-01T00:00:00,0,,0,0,0,0
532,57662,0,129416,Crescent Townhouse,Restaurant/Cafe/Canteen,1,,,13 Lower Crescent,Belfast,BT7 1NR,,5,fhrs_5_en-gb,2021-09-22T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/57662'}]",5.0,5.0,5.0,-5.934213,54.587932,,0001-01-01T00:00:00,0,,0,0,0,0
533,57212,0,129028,Cresta Golf & Social Club,Pub/bar/nightclub,7843,,,158 Castlereagh Road,Belfast,BT5 5FS,,5,fhrs_5_en-gb,2016-09-01T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/57212'}]",0.0,5.0,0.0,-5.896333,54.589256,,0001-01-01T00:00:00,0,,0,0,0,0
534,1050127,0,246218,Crispy Frites,Mobile caterer,7846,,,,,BT11,,5,fhrs_5_en-gb,2018-05-01T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1050127'}]",0.0,0.0,0.0,,,,0001-01-01T00:00:00,0,,0,0,0,0
535,57507,0,129285,Crown Bar,Pub/bar/nightclub,7843,,,46 Great Victoria Street,Belfast,BT2 7BA,,5,fhrs_5_en-gb,2020-01-13T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/57507'}]",0.0,0.0,0.0,-5.934027,54.595288,,0001-01-01T00:00:00,0,,0,0,0,0
536,746532,0,220617,Crowne Plaza Hotel,Restaurant/Cafe/Canteen,1,,,117 Milltown Road,Belfast,BT8 7XP,,5,fhrs_5_en-gb,2019-10-17T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/746532'}]",0.0,5.0,0.0,-5.945668,54.5503,,0001-01-01T00:00:00,0,,0,0,0,0
537,39977,0,100581,Crumlin Star Social Club,Pub/bar/nightclub,7843,,,2-20 Balholm Drive,Belfast,BT14 7NA,,5,fhrs_5_en-gb,2017-08-10T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/39977'}]",0.0,5.0,5.0,-5.965112,54.614548,,0001-01-01T00:00:00,0,,0,0,0,0
538,927640,0,101150,Crusaders Football Club,Pub/bar/nightclub,7843,,,16 St Vincent Street,Belfast,BT15 3QG,,5,fhrs_5_en-gb,2019-02-07T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/927640'}]",5.0,5.0,5.0,-5.921954,54.623581,,0001-01-01T00:00:00,0,,0,0,0,0
539,1173704,0,252961,Crusty Gourmet Sandwich & Bageutte Co,Restaurant/Cafe/Canteen,1,,,122 Andersonstown Road,Belfast,BT11 9BX,,5,fhrs_5_en-gb,2019-08-01T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1173704'}]",0.0,0.0,0.0,-5.98636817932129,54.573787689209,,0001-01-01T00:00:00,0,,0,0,0,0
540,583832,0,197437,CT15,Restaurant/Cafe/Canteen,1,Unit 4,,502 Antrim Road,Belfast,BT15 5GF,,5,fhrs_5_en-gb,2020-09-28T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/583832'}]",0.0,0.0,5.0,-5.938972,54.630314,,0001-01-01T00:00:00,0,,0,0,0,0
541,1078640,0,248616,Cuan,Restaurant/Cafe/Canteen,1,,,161-165 Cromac Street,Belfast,BT2 8JE,,5,fhrs_5_en-gb,2018-11-09T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1078640'}]",5.0,5.0,0.0,-5.9257808,54.5925672,,0001-01-01T00:00:00,0,,0,0,0,0
542,1150548,0,252044,Cuban Sandwich Factory,Restaurant/Cafe/Canteen,1,,,93-95 Botanic Avenue,Belfast,BT7 1JN,,5,fhrs_5_en-gb,2019-06-27T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1150548'}]",5.0,5.0,5.0,-5.932566,54.586547,,0001-01-01T00:00:00,0,,0,0,0,0
543,621129,0,200387,Cuffs Bar & Grill and Crum Cafe,Restaurant/Cafe/Canteen,1,Crumlin Road Gaol,,53-55 Crumlin Road,Belfast,BT14 6ST,,5,fhrs_5_en-gb,2020-09-17T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/621129'}]",0.0,0.0,0.0,-5.941476,54.608353,,0001-01-01T00:00:00,0,,0,0,0,0
544,58765,0,130185,Cullingtree Fold,Caring Premises,5,Cullingtree Fold,,26 Falls Road,Belfast,BT12 4PP,,5,fhrs_5_en-gb,2021-05-26T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/58765'}]",0.0,0.0,5.0,-5.946993,54.598986,,0001-01-01T00:00:00,0,,0,0,0,0
545,1016025,0,243397,Cullion House Nursing Home,Caring Premises,5,,,20 Wheatfield Gardens,Belfast,BT14 7HU,,5,fhrs_5_en-gb,2019-10-16T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1016025'}]",0.0,5.0,5.0,-5.971381,54.619541,,0001-01-01T00:00:00,0,,0,0,0,0
546,1035981,0,245068,Curated Kitchen,Restaurant/Cafe/Canteen,1,,,60 Donegall Street,Belfast,BT1 2GT,,5,fhrs_5_en-gb,2018-03-09T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1035981'}]",5.0,5.0,5.0,-5.929899,54.602837,,0001-01-01T00:00:00,0,,0,0,0,0
547,746547,0,220710,Curry Cottage,Takeaway/sandwich shop,7844,,,224 Knock Road,Belfast,BT5 6QD,,5,fhrs_5_en-gb,2020-09-30T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/746547'}]",5.0,5.0,5.0,-5.871083,54.578877,,0001-01-01T00:00:00,0,,0,0,0,0
548,57651,0,129408,Cutters Wharf,Restaurant/Cafe/Canteen,1,Cutters Wharf,,4 Lockview Road,Belfast,BT9 5FJ,,5,fhrs_5_en-gb,2019-09-16T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/57651'}]",0.0,5.0,5.0,-5.92908,54.571096,,0001-01-01T00:00:00,0,,0,0,0,0
549,930246,0,236497,Cyprus Avenue,Restaurant/Cafe/Canteen,1,,,228-230 Upper Newtownards Road,Belfast,BT4 3JF,,5,fhrs_5_en-gb,2019-05-09T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/930246'}]",5.0,5.0,5.0,-5.86672,54.594883,,0001-01-01T00:00:00,0,,0,0,0,0
550,1061361,0,247211,D Rum Pot,Other catering premises,7841,,,,,BT7 ,,5,fhrs_5_en-gb,2018-06-26T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1061361'}]",0.0,0.0,5.0,,,,0001-01-01T00:00:00,0,,0,0,0,0
551,707217,0,206780,D+G Bistro,Restaurant/Cafe/Canteen,1,,,T 26 Smithfield Market,Belfast,BT1 1JE,,5,fhrs_5_en-gb,2021-09-28T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/707217'}]",0.0,5.0,5.0,-5.933885,54.601755,,0001-01-01T00:00:00,0,,0,0,0,0
552,75772,0,177598,DABO,Mobile caterer,7846,,,,,BT1 ,,5,fhrs_5_en-gb,2016-06-24T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/75772'}]",0.0,0.0,0.0,,,,0001-01-01T00:00:00,0,,0,0,0,0
553,945811,0,238080,Daddies Little Pizza,Takeaway/sandwich shop,7844,Unit 3 Flax Centre,,Ardoyne Avenue,Belfast,BT14 7DA,,5,fhrs_5_en-gb,2021-05-27T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/945811'}]",0.0,5.0,0.0,-5.9550728,54.6144412,,0001-01-01T00:00:00,0,,0,0,0,0
554,746416,0,220080,Dairy Farm Day Centre,Caring Premises,5,Unit 6 Dairy Farm Centre,,205 Stewartstown Road,Belfast,BT17 0AW,,5,fhrs_5_en-gb,2019-09-02T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/746416'}]",0.0,0.0,0.0,-6.02023,54.560537,,0001-01-01T00:00:00,0,,0,0,0,0
555,746468,0,220355,DAISY DAYCARE,Caring Premises,5,Unit 2,,31 Colin Road,Belfast,BT17 0LG,,5,fhrs_5_en-gb,2021-09-28T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/746468'}]",5.0,5.0,5.0,-6.022671,54.56568,,0001-01-01T00:00:00,0,,0,0,0,0
556,58064,0,129777,Dalton & Co,Retailers - other,4613,,,1 Welsh Street,Belfast,BT7 2AN,,5,fhrs_5_en-gb,2019-07-03T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/58064'}]",0.0,5.0,0.0,-5.921863,54.593498,,0001-01-01T00:00:00,0,,0,0,0,0
557,1420581,0,261547,Daltons Cornmarket,Restaurant/Cafe/Canteen,1,,,23 Corn Market,Belfast,BT1 4DB,,5,fhrs_5_en-gb,2021-12-10T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1420581'}]",0.0,0.0,0.0,-5.92801,54.598887,,0001-01-01T00:00:00,0,,0,0,0,0
558,957204,0,239129,Dan's Bar,Pub/bar/nightclub,7843,,,221-223 Springfield Road,Belfast,BT12 7DD,,5,fhrs_5_en-gb,2017-03-25T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/957204'}]",0.0,0.0,0.0,-5.961291,54.600872,,0001-01-01T00:00:00,0,,0,0,0,0
559,1002873,0,242242,Dante's Foodservices Ltd at Calor Gas,Restaurant/Cafe/Canteen,1,,,Airport Road West,Belfast,BT3 9ED,,5,fhrs_5_en-gb,2020-01-16T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1002873'}]",0.0,5.0,5.0,-5.876774,54.625592,,0001-01-01T00:00:00,0,,0,0,0,0
560,57141,0,128988,Darcy's,Restaurant/Cafe/Canteen,1,,,10 Bradbury Place,Belfast,BT7 1RS,,5,fhrs_5_en-gb,2021-10-12T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/57141'}]",5.0,5.0,5.0,-5.934334,54.588905,,0001-01-01T00:00:00,0,,0,0,0,0
561,57592,0,129362,Davids,Retailers - other,4613,,,3 Ladybrook Park,Belfast,BT11 9EL,,5,fhrs_5_en-gb,2017-11-20T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/57592'}]",5.0,0.0,5.0,-5.993766,54.568017,,0001-01-01T00:00:00,0,,0,0,0,0
562,531186,0,189298,Day Today,Retailers - other,4613,,,119 Ormeau Road,Belfast,BT7 1SH,,5,fhrs_5_en-gb,2018-11-13T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/531186'}]",5.0,0.0,5.0,-5.924102,54.587202,,0001-01-01T00:00:00,0,,0,0,0,0
563,776140,0,226082,Day Today,Retailers - other,4613,,,210 Springfield Road,Belfast,BT12 7DR,,5,fhrs_5_en-gb,2019-05-02T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/776140'}]",5.0,5.0,5.0,-5.961585,54.600571,,0001-01-01T00:00:00,0,,0,0,0,0
564,59254,0,130645,Day Today,Retailers - other,4613,Unit 3 St George's Market,,49-51 Oxford Street,Belfast,BT1 3NQ,,5,fhrs_5_en-gb,2019-09-05T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/59254'}]",0.0,0.0,0.0,-5.92161512374878,54.5959396362305,,0001-01-01T00:00:00,0,,0,0,0,0
565,1181723,0,253444,Day Today,Retailers - other,4613,Unit A,,1a Erinvale Drive,Belfast,BT10 0GE,,5,fhrs_5_en-gb,2019-09-30T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1181723'}]",0.0,5.0,0.0,-5.981579,54.554579,,0001-01-01T00:00:00,0,,0,0,0,0
566,133139,0,656,Day Today,Retailers - other,4613,,,80 Castle Street,Belfast,BT1 1HE,,5,fhrs_5_en-gb,2016-03-24T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/133139'}]",5.0,0.0,5.0,-5.934095,54.599126,,0001-01-01T00:00:00,0,,0,0,0,0
567,1430248,0,261769,DC Five,Restaurant/Cafe/Canteen,1,Deers Head,,1-3 Lower Garfield Street,Belfast,BT1 1FP,,5,fhrs_5_en-gb,2022-01-20T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1430248'}]",0.0,5.0,0.0,,,,0001-01-01T00:00:00,0,,0,0,0,0
568,58142,0,129845,De La Cour House,Caring Premises,5,Flat 1 De La Cour House,,48 Woodcot Avenue,Belfast,BT5 5JB,,5,fhrs_5_en-gb,2018-09-12T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/58142'}]",5.0,0.0,5.0,-5.88737,54.591463,,0001-01-01T00:00:00,0,,0,0,0,0
569,57395,0,129184,De La Salle,School/college/university,7845,De La Salle College,,36 Edenmore Drive,Belfast,BT11 8LT,,5,fhrs_5_en-gb,2020-01-15T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/57395'}]",5.0,0.0,5.0,-5.999044,54.575787,,0001-01-01T00:00:00,0,,0,0,0,0
570,572358,0,195729,Deane & Decano,Restaurant/Cafe/Canteen,1,,,537a Lisburn Road,Belfast,BT9 7GQ,,5,fhrs_5_en-gb,2019-08-22T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/572358'}]",5.0,5.0,5.0,-5.955199,54.575755,,0001-01-01T00:00:00,0,,0,0,0,0
571,59916,0,131291,Deane's @ Queens,Restaurant/Cafe/Canteen,1,,,1-6 College Gardens,Belfast,BT9 6BQ,,5,fhrs_5_en-gb,2021-11-11T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/59916'}]",5.0,5.0,5.0,-5.938931,54.583969,,0001-01-01T00:00:00,0,,0,0,0,0
572,51514,0,115412,Deanes,Restaurant/Cafe/Canteen,1,,,38-40 Howard Street,Belfast,BT1 6PF,,5,fhrs_5_en-gb,2020-01-22T00:00:00,807,Belfast City,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,envhealth@belfastcity.gov.uk,FHRS,,,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/51514'}]",5.0,5.0,5.0,-5.93286,54.595717,,0001-01-01T00:00:00,0,,0,0,0,0
